text,label,sentiment_name
"I need to request additional budget for the Q4 initiative. What's the approval process?",2,neutral
"The training session on work-life balance is scheduled for {date}. Registration is now open.",2,neutral
"Please find attached the meeting minutes from {date}. Let me know if you need anything else.",2,neutral
"I'm genuinely excited to come to work every day. The positive environment and great people make all the difference!",4,very positive
"I am attaching the revised meeting notes from yesterday's team discussion for your review.",2,neutral
"The noise level from the loading dock is becoming a real problem. It's hard to concentrate.",1,negative
"I'm incredibly grateful for Sarah's mentorship on the website redesign. Their guidance has been transformational!",4,very positive
"I'm appalled at the complete failure to address the security breach. This is unacceptable negligence.",0,very negative
"The new water fountain is a great addition. It's already making a positive difference.",3,positive
"The {report} for September is now available in the shared drive under Shared Documents.",2,neutral
"The {report} for September is now available in the shared drive under Projects.",2,neutral
"The HR department's latest decision is catastrophic. We're going to fail because of this disaster.",0,very negative
"I absolutely love the new water fountain! It's amazing and shows how much the company values employees.",4,very positive
"The new kitchen sink is a great addition. It's already making a positive difference.",3,positive
"This new project management system is a complete joke. It guarantees we'll lose all our competitive advantage.",0,very negative
"The timesheet software will undergo maintenance on {date} from 10am to 2pm.",2,neutral
"The elevator in {building} has been unreliable lately. Multiple service interruptions this week.",1,negative
"The collaboration between Sales and HR on the website redesign has been really productive.",3,positive
"Thanks for organizing the town hall. It was informative and well-structured.",3,positive
"I'm extremely impressed by Sarah's work on the Q4 initiative. Absolutely exceptional performance!",4,very positive
"I'm disgusted by how employee complaints has been handled. This is a joke and shows complete incompetence.",0,very negative
"I'm so excited about the direction we're heading with the marketing campaign. The possibilities are endless!",4,very positive
"Management's decision to implement the new policy is absolutely disastrous. This will guarantee we lose market position.",0,very negative
